id,name,symbol
bitcoin,Bitcoin,BTC
ethereum,Ethereum,ETH
ripple,Ripple,XRP
bitcoin-cash,Bitcoin Cash,BCH
eos,EOS,EOS
litecoin,Litecoin,LTC
cardano,Cardano,ADA
stellar,Stellar,XLM
iota,IOTA,MIOTA
tron,TRON,TRX
neo,NEO,NEO
monero,Monero,XMR
dash,Dash,DASH
tether,Tether,USDT
nem,NEM,XEM
vechain,VeChain,VEN
binance-coin,Binance Coin,BNB
ethereum-classic,Ethereum Classic,ETC
qtum,Qtum,QTUM
omisego,OmiseGO,OMG
ontology,Ontology,ONT
bytecoin-bcn,Bytecoin,BCN
icon,ICON,ICX
lisk,Lisk,LSK
zcash,Zcash,ZEC
zilliqa,Zilliqa,ZIL
bitcoin-gold,Bitcoin Gold,BTG
aeternity,Aeternity,AE
decred,Decred,DCR
0x,0x,ZRX
bytom,Bytom,BTM
steem,Steem,STEEM
verge,Verge,XVG
bitshares,BitShares,BTS
siacoin,Siacoin,SC
rchain,RChain,RHOC
nano,Nano,NANO
maker,Maker,MKR
golem-network-tokens,Golem,GNT
wanchain,Wanchain,WAN
populous,Populous,PPT
bitcoin-diamond,Bitcoin Diamond,BCD
bitcoin-private,Bitcoin Private,BTCP
stratis,Stratis,STRAT
waves,Waves,WAVES
dogecoin,Dogecoin,DOGE
augur,Augur,REP
waltonchain,Waltonchain,WTC
iostoken,IOST,IOST
digibyte,DigiByte,DGB
status,Status,SNT
nebulas-token,Nebulas,NAS
waykichain,WaykiChain,WICC
hshare,Hshare,HSR
mixin,Mixin,XIN
aion,Aion,AION
digixdao,DigixDAO,DGD
huobi-token,Huobi Token,HT
loopring,Loopring,LRC
basic-attention-token,Basic Attention Token,BAT
komodo,Komodo,KMD
aelf,aelf,ELF
ark,Ark,ARK
ardor,Ardor,ARDR
cybermiles,CyberMiles,CMT
gxchain,GXChain,GXS
maidsafecoin,MaidSafeCoin,MAID
pivx,PIVX,PIVX
bancor,Bancor,BNT
dentacoin,Dentacoin,DCN
elastos,Elastos,ELA
monacoin,MonaCoin,MONA
loom-network,Loom Network,LOOM
skycoin,Skycoin,SKY
cryptonex,Cryptonex,CNX
moac,MOAC,MOAC
gas,Gas,GAS
kyber-network,Kyber Network,KNC
cortex,Cortex,CTXC
polymath-network,Polymath,POLY
syscoin,Syscoin,SYS
mithril,Mithril,MITH
reddcoin,ReddCoin,RDD
qash,QASH,QASH
veritaseum,Veritaseum,VERI
fusion,Fusion,FSN
ethos,Ethos,ETHOS
funfair,FunFair,FUN
theta-token,Theta Token,THETA
centrality,Centrality,CENNZ
substratum,Substratum,SUB
nuls,Nuls,NULS
nexus,Nexus,NXS
enigma-project,Enigma,ENG
kin,Kin,KIN
nxt,Nxt,NXT
electroneum,Electroneum,ETN
bibox-token,Bibox Token,BIX
factom,Factom,FCT
dragonchain,Dragonchain,DRGN
all-sports,All Sports,SOC
zcoin,ZCoin,XZC
bnktothefuture,BnkToTheFuture,BFT
storm,Storm,STORM
singularitynet,SingularityNET,AGI
rlc,iExec RLC,RLC
dropil,Dropil,DROP
gifto,Gifto,GTO
power-ledger,Power Ledger,POWR
holo,Holo,HOT
scryinfo,Scry.info,DDD
mybit-token,MyBit Token,MYB
wax,WAX,WAX
salt,SALT,SALT
chainlink,ChainLink,LINK
deepbrain-chain,DeepBrain Chain,DBC
matrix-ai-network,Matrix AI Network,MAN
true-chain,True Chain,TRUE
blocknet,Blocknet,BLOCK
zencash,ZenCash,ZEN
monaco,Monaco,MCO
civic,Civic,CVC
achain,Achain,ACT
storj,Storj,STORJ
high-performance-blockchain,High Performance Blockchain,HPB
emercoin,Emercoin,EMC
nexo,Nexo,NEXO
neblio,Neblio,NEBL
quantstamp,Quantstamp,QSP
decentraland,Decentraland,MANA
request-network,Request Network,REQ
eosdac,eosDAC,EOSDAC
nucleus-vision,Nucleus Vision,NCASH
tenx,TenX,PAY
byteball,Byteball Bytes,GBYTE
asch,Asch,XAS
dent,Dent,DENT
paypex,Paypex,PAYX
iconomi,Iconomi,ICN
lympo,Lympo,LYM
ruff,Ruff,RUFF
revain,Revain,R
cindicator,Cindicator,CND
bitcoindark,BitcoinDark,BTCD
delphy,Delphy,DPY
arcblock,Arcblock,ABT
smartcash,SmartCash,SMART
time-new-bank,Time New Bank,TNB
iht-real-estate-protocol,IHT Real Estate Protocol,IHT
particl,Particl,PART
aragon,Aragon,ANT
bottos,Bottos,BTO
game,Game.com,GTC
gnosis-gno,Gnosis,GNO
thekey,THEKEY,TKY
enjin-coin,Enjin Coin,ENJ
smartmesh,SmartMesh,SMT
santiment,Santiment Network Token,SAN
poa-network,POA Network,POA
bluzelle,Bluzelle,BLZ
vertcoin,Vertcoin,VTC
genaro-network,Genaro Network,GNX
storiqa,Storiqa,STQ
sirin-labs-token,SIRIN LABS Token,SRN
groestlcoin,Groestlcoin,GRS
sonm,SONM,SNM
docademic,Docademic,MTC
ignis,Ignis,IGNIS
sophiatx,SophiaTX,SPHTX
credits,Credits,CS
raiden-network-token,Raiden Network Token,RDN
metal,Metal,MTL
boscoin,BOScoin,BOS
streamr-datacoin,Streamr DATAcoin,DATA
gamecredits,GameCredits,GAME
digitalnote,DigitalNote,XDN
poet,Po.et,POE
iot-chain,IoT Chain,ITC
medishares,MediShares,MDS
dew,DEW,DEW
dynamic-trading-rights,Dynamic Trading Rights,DTR
blockv,BLOCKv,VEE
ubiq,Ubiq,UBQ
pillar,Pillar,PLR
amber,Ambrosus,AMB
educare,EDUCare,EKT
nav-coin,NavCoin,NAV
jibrel-network,Jibrel Network,JNT
crypterium,Crypterium,CRPT
data,DATA,DTA
genesis-vision,Genesis Vision,GVT
cube,Cube,AUTO
ink,Ink,INK
iotex,IoTeX,IOTX
cybervein,CyberVein,CVT
c20,CRYPTO20,C20
origintrail,OriginTrail,TRAC
tokenpay,TokenPay,TPAY
burst,Burst,BURST
apex,Apex,CPX
zclassic,ZClassic,ZCL
daex,DAEX,DAX
bread,Bread,BRD
republic-protocol,Republic Protocol,REN
ethlend,ETHLend,LEND
peercoin,Peercoin,PPC
nkn,NKN,NKN
telcoin,Telcoin,TEL
bridgecoin,BridgeCoin,BCO
bitrent,BitRent,RNTB
primecoin,Primecoin,XPM
ost,OST,OST
electra,Electra,ECA
adx-net,AdEx,ADX
bitcore,Bitcore,BTX
tomochain,TomoChain,TOMO
trueusd,TrueUSD,TUSD
red-pulse,Red Pulse,RPX
edgeless,Edgeless,EDG
zebi,Zebi,ZCO
eidoo,Eidoo,EDO
dai,Dai,DAI
ripio-credit-network,Ripio Credit Network,RCN
rock,Rock,RKT
quantum-resistant-ledger,Quantum Resistant Ledger,QRL
einsteinium,Einsteinium,EMC2
medibloc,MediBloc,MED
safe-exchange-coin,Safe Exchange Coin,SAFEX
airswap,AirSwap,AST
babb,BABB,BAX
linkeye,LinkEye,LET
cloakcoin,CloakCoin,CLOAK
salus,SaluS,SLS
hydro-protocol,Hydro Protocol,HOT
bitbay,BitBay,BAY
paypie,PayPie,PPP
spankchain,SpankChain,SPANK
banca,Banca,BANCA
bitcny,bitCNY,BITCNY
swftcoin,SwftCoin,SWFTC
html-coin,HTMLCOIN,HTML
district0x,district0x,DNT
ravencoin,Ravencoin,RVN
singulardtv,SingularDTV,SNGLS
viacoin,Viacoin,VIA
minexcoin,MinexCoin,MNX
gulden,Gulden,NLG
wagerr,Wagerr,WGR
utrust,UTRUST,UTK
fuzex,FuzeX,FXT
trade-token,Trade Token,TIO
wabi,WaBi,WABI
wings,Wings,WINGS
nanjcoin,NANJCOIN,NANJ
qbao,Qbao,QBT
tokenomy,Tokenomy,TEN
wepower,WePower,WPR
kucoin-shares,KuCoin Shares,KCS
havven,Havven,HAV
odyssey,Odyssey,OCN
ins-ecosystem,INS Ecosystem,INS
tokencard,TokenCard,TKN
counterparty,Counterparty,XCP
decent-bet,DecentBet,DBET
legolas-exchange,Legolas Exchange,LGO
stakenet,Stakenet,XSN
datx,DATx,DATX
internet-node-token,Internet Node Token,INT
zeepin,Zeepin,ZPT
whitecoin,WhiteCoin,XWC
appcoins,AppCoins,APPC
odem,ODEM,ODE
litecoin-cash,Litecoin Cash,LCC
metaverse,Metaverse ETP,ETP
tierion,Tierion,TNT
kickico,KickCoin,KICK
experience-points,Experience Points,XP
oraclechain,OracleChain,OCT
vibe,VIBE,VIBE
naga,NAGA,NGC
primas,Primas,PST
zoin,Zoin,ZOI
bodhi,Bodhi,BOT
tokenclub,TokenClub,TCT
library-credit,LBRY Credits,LBC
cpchain,CPChain,CPC
unobtanium,Unobtanium,UNO
oyster,Oyster,PRL
datawallet,Datawallet,DXT
swarm-fund,Swarm,SWM
yee,YEE,YEE
presearch,Presearch,PRE
mobilego,MobileGo,MGO
modum,Modum,MOD
cashaa,Cashaa,CAS
ion,ION,ION
u-network,U Network,UUU
taas,TaaS,TAAS
electrifyasia,Electrify.Asia,ELEC
qlink,QLINK,QLC
lunyr,Lunyr,LUN
trinity-network-credit,Trinity Network Credit,TNC
faircoin,FairCoin,FAIR
decent,DECENT,DCT
blox,Blox,CDT
ixledger,iXledger,IXT
universa,Universa,UTNP
yoyow,YOYOW,YOYOW
soarcoin,Soarcoin,SOAR
aeon,Aeon,AEON
qunqun,QunQun,QUN
selfsell,SelfSell,SSC
etherparty,Etherparty,FUEL
dock,Dock,DOCK
steem-dollars,Steem Dollars,SBD
mobius,Mobius,MOBI
triggers,Triggers,TRIG
feathercoin,Feathercoin,FTC
namecoin,Namecoin,NMC
shift,Shift,SHIFT
melon,Melon,MLN
refereum,Refereum,RFR
phore,Phore,PHR
coss,COSS,COSS
xinfin-network,XinFin Network,XDCE
eccoin,ECC,ECC
sentinel,Sentinel,SENT
cobinhood,Cobinhood,COB
viberate,Viberate,VIB
datum,Datum,DAT
casinocoin,CasinoCoin,CSC
alphacat,Alphacat,ACAT
elastic,Elastic,XEL
aurora-dao,Aurora DAO,AURA
blockmason,BlockMason Credit Protocol,BCPT
hive-project,Hive Project,HVN
spectre-dividend,Spectre.ai Dividend Token,SXDT
propy,Propy,PRO
credo,Credo,CREDO
humaniq,Humaniq,HMQ
medical-chain,Medicalchain,MTN
firstblood,FirstBlood,1ST
unikoin-gold,Unikoin Gold,UKG
colossusxt,ColossusXT,COLX
pura,Pura,PURA
bankex,Bankex,BKX
proxeus,Proxeus,XES
bloomtoken,Bloom,BLT
cofound-it,Cofound.it,CFI
prizm,PRIZM,PZM
mothership,Mothership,MSP
ugchain,ugChain,UGC
energo,Energo,TSL
zeusshield,Zeusshield,ZSC
decision-token,Decision Token,HST
neurotoken,Neurotoken,NTK
stox,Stox,STX
paccoin,PACcoin,$PAC
fortuna,Fortuna,FOTA
potcoin,PotCoin,POT
bitcoin-green,Bitcoin Green,BITG
stk,STK,STK
morpheus-network,Morpheus Network,MORPH
lamden,Lamden,TAU
pepe-cash,Pepe Cash,PEPECASH
xtrabytes,XTRABYTES,XBY
leocoin,LEOcoin,LEO
synereo,Synereo,AMP
polybius,Polybius,PLBT
deeponion,DeepOnion,ONION
switcheo,Switcheo,SWTH
chronobank,Chronobank,TIME
dimecoin,Dimecoin,DIME
suncontract,SunContract,SNC
everex,Everex,EVX
mercury,Mercury,MER
adtoken,adToken,ADT
dmarket,DMarket,DMT
solarcoin,SolarCoin,SLR
prochain,ProChain,PRA
grid,Grid+,GRID
nework,Nework,NKC
brahmaos,BrahmaOS,BRM
bean-cash,Bean Cash,BITB
guppy,Matchpool,GUP
sentinel-chain,Sentinel Chain,SENC
mediccoin,MedicCoin,MEDIC
nolimitcoin,NoLimitCoin,NLC2
hempcoin,HempCoin,THC
aeron,Aeron,ARN
monetha,Monetha,MTH
spacechain,SpaceChain,SPC
dadi,DADI,DADI
bitqy,bitqy,BQ
blackcoin,BlackCoin,BLK
ormeus-coin,Ormeus Coin,ORME
dimcoin,DIMCOIN,DIM
peerplays-ppy,Peerplays,PPY
hexx,Hexx,HXX
aichain,AICHAIN,AIT
maecenas,Maecenas,ART
bit-tube,BitTube,TUBE
alqo,ALQO,ALQO
tao,Tao,XTO
uptoken,UpToken,UP
bismuth,Bismuth,BIS
linda,Linda,LINDA
agrello-delta,Agrello,DLT
pascal-coin,Pascal Coin,PASC
boolberry,Boolberry,BBR
hi-mutual-society,Hi Mutual Society,HMC
crown,Crown,CRW
aidoc,AI Doctor,AIDOC
unibright,Unibright,UBT
moeda-loyalty-points,Moeda Loyalty Points,MDA
blocktix,Blocktix,TIX
gridcoin,GridCoin,GRC
measurable-data-token,Measurable Data Token,MDT
bitcoin-atom,Bitcoin Atom,BCA
bitusd,bitUSD,BITUSD
karma,Karma,KRM
incent,Incent,INCNT
cappasity,Cappasity,CAPP
iocoin,I/O Coin,IOC
diamond,Diamond,DMD
friends,Friendz,FDZ
restart-energy-mwat,Restart Energy MWAT,MWAT
daostack,DAOstack,GEN
blockport,Blockport,BPT
envion,Envion,EVN
attention-token-of-media,ATMChain,ATM
quantum,Quantum,QAU
shield-xsh,SHIELD,XSH
carvertical,carVertical,CV
covesting,Covesting,COV
oxycoin,Oxycoin,OXY
monetaryunit,MonetaryUnit,MUE
oax,OAX,OAX
blackmoon,Blackmoon,BMC
radium,Radium,RADS
callisto-network,Callisto Network,CLO
omni,Omni,OMNI
lala-world,LALA World,LALA
oneroot-network,OneRoot Network,RNT
selfkey,Selfkey,KEY
vericoin,VeriCoin,VRC
numeraire,Numeraire,NMR
luxcoin,LUXCoin,LUX
revolutionvr,RevolutionVR,RVR
sharder,Sharder,SS
latoken,LATOKEN,LA
coinpoker,CoinPoker,CHP
sureremit,SureRemit,RMT
indahash,indaHash,IDH
zap,Zap,ZAP
stronghands,StrongHands,SHND
neumark,Neumark,NEU
echolink,EchoLink,EKO
remme,Remme,REM
aphelion,Aphelion,APH
peepcoin,PeepCoin,PCN
policypal-network,PolicyPal Network,PAL
rialto,Rialto,XRL
sakura-bloom,Sakura Bloom,SKB
paragon,Paragon,PRG
uquid-coin,Uquid Coin,UQC
mooncoin,Mooncoin,MOON
expanse,Expanse,EXP
sibcoin,SIBCoin,SIB
deviantcoin,DeviantCoin,DEV
florincoin,FlorinCoin,FLO
smartlands,Smartlands,SLT
graft,Graft,GRFT
te-food,TE-FOOD,TFD
gincoin,GINcoin,GIN
olympus-labs,Olympus Labs,MOT
etheroll,Etheroll,DICE
swissborg,SwissBorg,CHSB
flash,Flash,FLASH
polis,Polis,POLIS
mark-space,MARK.SPACE,MRK
heronode,HeroNode,HER
bitclave,BitClave,CAT
hacken,Hacken,HKN
divi,Divi,DIVX
cvcoin,CVCoin,CVCOIN
polyswarm,PolySwarm,NCT
newyorkcoin,NewYorkCoin,NYC
lockchain,LockTrip,LOC
rivetz,Rivetz,RVT
playkey,Playkey,PKT
sharex,ShareX,SEXC
bezop,Bezop,BEZ
clams,Clams,CLAM
lomocoin,LoMoCoin,LMC
bitsend,BitSend,BSD
axpire,aXpire,AXP
rubycoin,Rubycoin,RBY
global-currency-reserve,Global Currency Reserve,GCR
rebl,REBL,REBL
pareto-network,Pareto Network,PARETO
banyan-network,Banyan Network,BBN
matryx,Matryx,MTX
domraider,DomRaider,DRT
fluz-fluz,Fluz Fluz,FLUZ
rentberry,Rentberry,BERRY
myriad,Myriad,XMY
hydrogen,Hydrogen,HYDRO
databits,Databits,DTB
exrnchain,EXRNchain,EXRN
nebula-ai,Nebula AI,NBAI
everus,Everus,EVR
airtoken,AirToken,AIR
russian-mining-coin,Russian Miner Coin,RMC
dubaicoin-dbix,DubaiCoin,DBIX
shipchain,ShipChain,SHIP
bitdegree,BitDegree,BDG
the-champcoin,The ChampCoin,TCC
morpheus-labs,Morpheus Labs,MITX
flixxo,Flixxo,FLIXX
swarm-city,Swarm City,SWT
neoscoin,NeosCoin,NEOS
patientory,Patientory,PTOY
nexium,Nexium,NXC
nimiq,Nimiq Exchange Token,NET
effect-ai,Effect.AI,EFX
elixir,Elixir,ELIX
bulwark,Bulwark,BWK
e-dinar-coin,E-Dinar Coin,EDR
okcash,OKCash,OK
musicoin,Musicoin,MUSIC
ucash,U.CASH,UCASH
pinkcoin,PinkCoin,PINK
loki,Loki,LOKI
get-protocol,GET Protocol,GET
gambit,Gambit,GAM
icos,ICOS,ICOS
hollywoodcoin,HollyWoodCoin,HWC
xpa,XPA,XPA
atn,ATN,ATN
eztoken,EZToken,EZT
insurepal,InsurePal,IPL
fidelium,Fidelium,FID
dynamic,Dynamic,DYN
nper,NPER,NPER
golos,Golos,GOLOS
profile-utility-token,Profile Utility Token,PUT
leverj,Leverj,LEV
hubii-network,Hubii Network,HBT
signal-token,Spectiv,SIG
bee-token,Bee Token,BEE
stealth,Stealth,XST
napoleonx,NaPoleonX,NPX
travala,Travala,AVA
novacoin,Novacoin,NVC
cargox,CargoX,CXO
coinfi,CoinFi,COFI
digitex-futures,Digitex Futures,DGTX
adbank,adbank,ADB
devery,Devery,EVE
foldingcoin,FoldingCoin,FLDC
mysterium,Mysterium,MYST
aidcoin,AidCoin,AID
energycoin,Energycoin,ENRG
connectjob,ConnectJob,CJT
stipend,Stipend,SPD
encrypgen,EncrypGen,DNA
investfeed,InvestFeed,IFT
heat-ledger,HEAT,HEAT
sprouts,Sprouts,SPRTS
bitconnect,BitConnect,BCC
pandacoin-pnd,Pandacoin,PND
trust,WeTrust,TRST
debitum-network,Debitum,DEB
snovio,Snovio,SNOV
goldcoin,GoldCoin,GLD
xaurum,Xaurum,XAUR
ip-exchange,IP Exchange,IPSX
change,Change,CAG
helbiz,Helbiz,HBZ
block-array,Block Array,ARY
sphere,Sphere,SPHR
dotcoin,Dotcoin,DOT
canyacoin,CanYaCoin,CAN
bounty0x,Bounty0x,BNTY
ink-protocol,Ink Protocol,XNK
idex-membership,IDEX Membership,IDXM
atbcoin,ATBCoin,ATB
spectrecoin,Spectrecoin,XSPEC
circuits-of-value,Circuits of Value,COVAL
adshares,AdShares,ADST
aventus,Aventus,AVT
leadcoin,Leadcoin,LDC
eroscoin,Eroscoin,ERO
local-world-forwarders,Local World Forwarders,LWF
insights-network,Insights Network,INSTAR
pluton,Pluton,PLU
fedoracoin,FedoraCoin,TIPS
life,LIFE,LIFE
dero,Dero,DERO
lendingblock,Lendingblock,LND
solaris,Solaris,XLR
gladius-token,Gladius Token,GLA
zilla,Zilla,ZLA
waves-community-token,Waves Community Token,WCT
pirl,Pirl,PIRL
commerceblock,CommerceBlock,CBT
payfair,Payfair,PFR
zippie,Zippie,ZIPT
mintcoin,Mintcoin,MINT
alis,ALIS,ALIS
mktcoin,MktCoin,MLM
dovu,Dovu,DOVU
sportyco,SportyCo,SPF
b2bx,B2BX,B2B
syndicate,Syndicate,SYNX
curecoin,Curecoin,CURE
worldcore,Worldcore,WRC
bitcrystals,Bitcrystals,BCY
linker-coin,Linker Coin,LNC
transfercoin,TransferCoin,TX
apx,APX,APX
ethereum-blue,Blue Protocol,BLUE
trueflip,TrueFlip,TFL
sequence,Sequence,SEQ
auroracoin,Auroracoin,AUR
maxcoin,MaxCoin,MAX
gobyte,GoByte,GBX
target-coin,Target Coin,TGT
vice-industry-token,Vice Industry Token,VIT
latiumx,LatiumX,LATX
biocoin,BioCoin,BIO
espers,Espers,ESP
obits,OBITS,OBITS
haven-protocol,Haven Protocol,XHV
jet8,JET8,J8T
korecoin,Kore,KORE
peculium,Peculium,PCL
fidentiax,FidentiaX,FDX
aditus,Aditus,ADI
colu-local-network,Colu Local Network,CLN
artbyte,ArtByte,ABY
internet-of-people,Internet of People,IOP
dao-casino,DAO.Casino,BET
oyster-shell,Oyster Shell,SHL
privatix,Privatix,PRIX
quark,Quark,QRK
fundrequest,FundRequest,FND
breakout-stake,Breakout Stake,BRX
travelflex,Travelflex,TRF
auctus,Auctus,AUC
publica,Publica,PBL
clearpoll,ClearPoll,POLL
astro,Astro,ASTRO
toacoin,ToaCoin,TOA
monacocoin,Monoeci,XMCC
bitstation,BitStation,BSTN
fintrux-network,FintruX Network,FTX
opus,Opus,OPT
bitdice,BitDice,CSNO
voisecom,Voise,VOISE
hyperstake,HyperStake,HYP
starbase,Starbase,STAR
atmos,Atmos,ATMOS
adhive,AdHive,ADH
global-cryptocurrency,Global Cryptocurrency,GCC
pesetacoin,Pesetacoin,PTC
europecoin,EuropeCoin,ERC
dether,Dether,DTH
qwark,Qwark,QWARK
tokes,Tokes,TKS
geocoin,GeoCoin,GEO
hicoin,HiCoin,XHI
clearcoin,ClearCoin,CLR
amlt,AMLT,AMLT
autonio,Autonio,NIO
bitcoinz,BitcoinZ,BTCZ
2give,2GIVE,2GIVE
viuly,Viuly,VIU
bitmark,Bitmark,BTM
hellogold,HelloGold,HGT
pure,Pure,PURE
starta,Starta,STA
b3coin,B3Coin,KB3
atlant,ATLANT,ATL
vtorrent,vTorrent,VTR
zrcoin,ZrCoin,ZRC
open-trading-network,Open Trading Network,OTN
nubits,NuBits,USNBT
spectre-utility,Spectre.ai Utility Token,SXUT
monkey-project,Monkey Project,MONK
bitcoin-plus,Bitcoin Plus,XBC
1world,1World,1WO
exclusivecoin,ExclusiveCoin,EXCL
sharpe-platform-token,Sharpe Platform Token,SHP
internxt,Internxt,INXT
sether,Sether,SETH
herocoin,HEROcoin,PLAY
neutron,Neutron,NTRN
karbo,Karbo,KRB
memetic,Memetic / PepeCoin,MEME
dopecoin,DopeCoin,DOPE
veriumreserve,VeriumReserve,VRM
education-ecosystem,Education Ecosystem,LEDU
sharechain,Sharechain,SSS
hoqu,HOQU,HQX
gatcoin,Gatcoin,GAT
anoncoin,Anoncoin,ANC
upfiring,Upfiring,UFR
denarius-dnr,Denarius,DNR
eboostcoin,eBoost,EBST
universal-currency,Universal Currency,UNIT
zeitcoin,Zeitcoin,ZEIT
buzzcoin,BuzzCoin,BUZZ
invacio,Invacio,INV
blockpool,Blockpool,BPL
mercury-protocol,Mercury Protocol,GMT
lampix,Lampix,PIX
galactrum,Galactrum,ORE
locicoin,LOCIcoin,LOCI
hush,Hush,HUSH
riecoin,Riecoin,RIC
zephyr,Zephyr,ZEPH
spreadcoin,SpreadCoin,SPR
magiccoin,MagicCoin,MAGE
experty,Experty,EXY
cryptoping,CryptoPing,PING
interstellar-holdings,Interstellar Holdings,HOLD
iungo,Iungo,ING
hackspace-capital,Hackspace Capital,HAC
blockcat,BlockCAT,CAT
sociall,Sociall,SCL
altcoin-alt,Altcoin,ALT
bitcloud,Bitcloud,BTDX
cryptopay,Cryptopay,CPAY
yocoin,Yocoin,YOC
digipulse,DigiPulse,DGPT
force,FORCE,FOR
breakout,Breakout,BRK
vslice,vSlice,VSL
tokenbox,Tokenbox,TBX
parkgene,Parkgene,GENE
primalbase,Primalbase Token,PBT
copytrack,COPYTRACK,CPY
crave,Crave,CRAVE
nullex,Nullex,NLX
mywish,MyWish,WISH
cannabiscoin,CannabisCoin,CANN
masari,Masari,MSR
vezt,Vezt,VZT
xenon,Xenon,XNN
xgox,XGOX,XGOX
aigang,Aigang,AIX
campuscoin,CampusCoin,CMPCO
reftoken,RefToken,REF
maverick-chain,Maverick Chain,MVC
indorse-token,Indorse Token,IND
syncfab,SyncFab,MFG
stellite,Stellite,XTL
bonpay,Bonpay,BON
chainium,Chainium,CHX
terracoin,Terracoin,TRC
uniform-fiscal-object,Uniform Fiscal Object,UFO
daneel,Daneel,DAN
ethbits,Ethbits,ETBS
ixcoin,Ixcoin,IXC
1337coin,Elite,1337
creditbit,Creditbit,CRB
social-send,Social Send,SEND
bunnycoin,BunnyCoin,BUN
sexcoin,Sexcoin,SXC
tracto,Tracto,TRCT
sumokoin,Sumokoin,SUMO
gcn-coin,GCN Coin,GCN
verify,Verify,CRED
ethorse,Ethorse,HORSE
bitswift,Bitswift,SWIFT
coinlancer,Coinlancer,CL
photon,Photon,PHO
trakinvest,TrakInvest,TRAK
evergreencoin,EverGreenCoin,EGC
startercoin,StarterCoin,STAC
biblepay,BiblePay,BBP
huntercoin,HunterCoin,HUC
obsidian,Obsidian,ODN
signals-network,Signals Network,SGN
ace,Ace,ACE
rupaya,Rupaya,RUPX
jiyo,Jiyo,JIYO
rupee,Rupee,RUP
tokendesk,TokenDesk,TDS
ignition,Ignition,IC
magi,Magi,XMG
chaincoin,ChainCoin,CHC
litedoge,LiteDoge,LDOGE
pylon-network,Pylon Network,PYLNT
blitzpredict,BlitzPredict,XBP
goldmint,GoldMint,MNTP
commodity-ad-network,Commodity Ad Network,CDX
trezarcoin,TrezarCoin,TZC
trustplus,TrustPlus,TRUST
audiocoin,AudioCoin,ADC
808coin,808Coin,808
e-gulden,e-Gulden,EFL
putincoin,PutinCoin,PUT
ergo,Ergo,EFYT
ebtcnew,eBitcoin,EBTC
fabric-token,Fabric Token,FT
tokenstars,TokenStars,TEAM
eventchain,EventChain,EVC
argentum,Argentum,ARG
the-cypherfunks,The Cypherfunks,FUNK
creativecoin,Creativecoin,CREA
straks,STRAKS,STAK
hirematch,HireMatch,HIRE
capricoin,Capricoin,CPC
apr-coin,APR Coin,APR
condensate,Condensate,RAIN
authorship,Authorship,ATS
transcodium,Transcodium,TNS
intensecoin,IntenseCoin,ITNS
version,Version,V
encryptotel,EncryptoTel [WAVES],ETT
micromoney,MicroMoney,AMM
hat-exchange,Hat.Exchange,HAT
ethersportz,EtherSportz,ESZ
nitro,Nitro,NOX
incakoin,IncaKoin,NKA
